Период,Запрос,Число запросов
"июль 2025","выделенный сервер с защитой","21"
"август 2023","защита l3 l4","20"
"сентябрь 2023","защита l3 l4","25"
"октябрь 2023","защита l3 l4","29"
"ноябрь 2023","защита l3 l4","43"
"декабрь 2023","защита l3 l4","40"
"январь 2024","защита l3 l4","23"
"февраль 2024","защита l3 l4","28"
"март 2024","защита l3 l4","48"
"апрель 2024","защита l3 l4","31"
"май 2024","защита l3 l4","33"
"июнь 2024","защита l3 l4","47"
"июль 2024","защита l3 l4","40"
"август 2024","защита l3 l4","55"
"сентябрь 2024","защита l3 l4","50"
"октябрь 2024","защита l3 l4","52"
"ноябрь 2024","защита l3 l4","45"
"декабрь 2024","защита l3 l4","77"
"январь 2025","защита l3 l4","36"
"февраль 2025","защита l3 l4","78"
"март 2025","защита l3 l4","97"
"апрель 2025","защита l3 l4","62"
"май 2025","защита l3 l4","55"
"июнь 2025","защита l3 l4","51"
"июль 2025","защита l3 l4","55"
"август 2023","выделенный сервер с ddos защитой","0"
"сентябрь 2023","выделенный сервер с ddos защитой","0"
"октябрь 2023","выделенный сервер с ddos защитой","20"
"ноябрь 2023","выделенный сервер с ddos защитой","0"
"декабрь 2023","выделенный сервер с ddos защитой","0"
"январь 2024","выделенный сервер с ddos защитой","0"
"февраль 2024","выделенный сервер с ddos защитой","0"
"март 2024","выделенный сервер с ddos защитой","0"
"апрель 2024","выделенный сервер с ddos защитой","0"
"май 2024","выделенный сервер с ddos защитой","0"
"июнь 2024","выделенный сервер с ddos защитой","0"
"июль 2024","выделенный сервер с ddos защитой","0"
"август 2024","выделенный сервер с ddos защитой","0"
"сентябрь 2024","выделенный сервер с ddos защитой","0"
"октябрь 2024","выделенный сервер с ddos защитой","0"
"ноябрь 2024","выделенный сервер с ddos защитой","0"
"декабрь 2024","выделенный сервер с ddos защитой","0"
"январь 2025","выделенный сервер с ddos защитой","0"
"февраль 2025","выделенный сервер с ddos защитой","0"
"март 2025","выделенный сервер с ddos защитой","0"
"апрель 2025","выделенный сервер с ddos защитой","0"
"май 2025","выделенный сервер с ddos защитой","0"
"июнь 2025","выделенный сервер с ddos защитой","0"
"июль 2025","выделенный сервер с ddos защитой","0"
"август 2023","аудит защищенности информационных систем","18"
